Theta Mix4Av Mix6Av Mix8Av Mix10Av Kav Tav MedianMix4 95%Mix4 MedianMix6 95%Mix6 MedianMix8 95%Mix8 MedianMix10 95%Mix10
50.561797752809 0.066773117741825 0.002512554518223 0.00013859884065 1.65986509214816E-05 0.000215961043789 0.000237095020182 0.017848507724061 0.291105979831351 0.001214384787661 0.009344034903034 3.68799123837555E-05 0.000601748459692 5.71041776608634E-06 5.93975567317651E-05
52.5842696629214 0.055523751582807 0.00243031152355 0.000142812159252 1.76615460566464E-05 0.000182997781154 0.000179381400484 0.016200081350609 0.228295024851336 0.001169203963455 0.008205061995882 3.83970123677612E-05 0.000733699649554 6.30077046905255E-06 6.35192437988307E-05
54.6067415730337 0.048895491816464 0.002306882218235 0.000169968123757 1.79621078994657E-05 0.000165976823176 0.000153889316429 0.015217979543083 0.205883612082052 0.001154394026279 0.007578693506123 3.67644853763493E-05 0.000915467337349 5.4760641435149E-06 7.21616183898968E-05
56.6292134831461 0.043817972858358 0.002232484947636 0.0001838669716 1.86937774678449E-05 0.00015932351216 0.000146688037137 0.014940115587646 0.15984659047588 0.00119116462658 0.007740897206988 3.77122279244942E-05 0.00102520859102 6.34011767248269E-06 7.59595958952512E-05
58.6516853932584 0.043482624715925 0.002217164790564 0.000179078468931 2.02636347879879E-05 0.000150170293018 0.000142000099181 0.015341651792574 0.197420757726159 0.001213363848031 0.00778982650903 4.11165343189511E-05 0.001003090725023 6.58226472587509E-06 8.766922573824E-05
60.6741573033708 0.043745057309299 0.002238858393021 0.000153128885684 2.01142326275785E-05 0.000129250543035 0.000133573198661 0.016048696286159 0.21179685969118 0.001217144463443 0.008013163495185 4.37352828177242E-05 0.000834332348324 7.05946127553696E-06 8.49967461998817E-05
62.6966292134832 0.044895054592216 0.00229916080968 0.000123397477069 1.98601485154121E-05 0.000110082913044 0.000123917928615 0.01716775510257 0.191005135460315 0.001230866477031 0.008643705683249 4.63120025852231E-05 0.000535546508979 7.16795008176313E-06 8.17156417260992E-05
64.7191011235955 0.044957784290406 0.002407168531833 0.000103347271873 2.02574462419993E-05 0.000108696346772 0.000117790062809 0.0190015037306 0.198945153464167 0.001276791042414 0.00915620753041 4.55519965859362E-05 0.00040023440082 7.5145831329613E-06 8.39718954537631E-05
66.7415730337079 0.043492071692579 0.002575781194101 9.37277497327824E-05 2.08067085815013E-05 0.000121096748968 0.000113755630985 0.020130682268027 0.164528080513934 0.001333432206995 0.010149151333937 4.99676449691408E-05 0.000346838865983 7.45055013869132E-06 9.38010641000108E-05
68.7640449438202 0.041929792882332 0.002806901996769 8.94735479910986E-05 2.17917847962272E-05 0.000141704082686 0.000110099147764 0.021093088631231 0.144123925145578 0.001474339018794 0.01149996818088 4.90488578015114E-05 0.000315874672082 7.17979387900426E-06 9.45282377331979E-05
