Ecms,phase_sing_20,phase_trip_20,delta_plus20,delta_minus20,epsi_p20,phase_sing_21,phase_trip_21,delta_plus21,delta_minus21,epsi_p21,phase_sing_22,phase_trip_22,delta_plus22,delta_minus22,epsi_p22,phase_sing_23,phase_trip_23,delta_plus23,delta_minus23,epsi_p23,phase_sing_24,phase_trip_24,delta_plus24,delta_minus24,epsi_p24,phase_sing_25,phase_trip_25,delta_plus25,delta_minus25,epsi_p25,phase_sing_26,phase_trip_26,delta_plus26,delta_minus26,epsi_p26
53.0,-0.24699029774846903,-0.29610355898983803,-0.2614210902705874,0.7265956835801345,0.04593362011037036,0.0854960224985649,0.17599564722985844,0.014680345394217876,0.20211907822298358,-0.04793396919426711,-0.042498736794050834,-0.02277167472174359,-0.019000002605794146,0.04286595539489971,0.06767205572060171,0.007676612842497024,0.008056524709954627,0.0018649924837718145,0.008735909905678031,-0.009377800009488376,-0.010382915206255111,-0.004760946163030023,-0.002524805537751848,-0.003503386819733786,0.014047567103188757,0.001602953461508195,0.0006846313773795266,0.00029102776793666816,0.0007085477032483178,-0.0019993360930698036,0.44266771731101096,0.14259653276735587,0.0,0.0,0.0
56.0,-0.25358563665508577,-0.3034097988517308,-0.27470284149389457,0.6971133946639226,0.04577323694983622,0.09162473601172533,0.18282995377615138,0.015585670899665092,0.2095485308118551,-0.04904600784842174,-0.04435326689485629,-0.02392400823419631,-0.020844136309224492,0.04859796966753749,0.07130424573796301,0.008278100465224633,0.00903090796784345,0.002066899241963632,0.009798150046487252,-0.010052069807120784,-0.011188995085833786,-0.005223795020981537,-0.0028381510421813102,-0.0037786418543421137,0.015247495988710703,0.0017696166977942916,0.0007773578836662589,0.00033333531931301297,0.0008056836411162405,-0.002214134554687725,0.4209171686104655,0.13274983843214197,0.0,0.0,0.0
59.0,-0.2600404224368698,-0.309999102854173,-0.28774550460916787,0.6689012840498723,0.04552489352261664,0.09777953170062527,0.18918530108872517,0.016464081332705157,0.21640446696778498,-0.05002224303311759,-0.04612433754483464,-0.025022405891510564,-0.02272997930987523,0.05464646980651358,0.07483399865109072,0.008874660293571356,0.010050436616232717,0.0022742871534961826,0.010919183574769118,-0.010717201530773234,-0.011997765834502173,-0.005692802924959045,-0.00316452055940365,-0.004045999286602649,0.016447208461506473,0.0019386355105940744,0.0008751708176271542,0.00037808203621995235,0.0009083660373130374,-0.0024329731227439528,0.4000319594473957,0.12250775090578703,0.0,0.0,0.0
62.0,-0.26637386152562265,-0.3159096592106599,-0.30056252734634015,0.6418450740621207,0.045189474813368706,0.10394684115984724,0.1950794774164946,0.01731338972270814,0.22271180289553372,-0.05087353725295229,-0.0478170764093519,-0.0260671546418603,-0.024654681365437987,0.061002205906457156,0.07826390048371586,0.007267166163253268,0.010097718924079964,0.00248669871411897,0.012099152232913683,-0.011372504674446485,-0.0147108229774828,-0.006314177667895829,-0.0035031231962913785,-0.0043043018830531765,0.01764446391055177,0.002018540486020155,0.0009718287814393488,0.0004251583310677101,0.0010164614613941557,-0.0026551757965710505,0.3799523664972159,0.1119412689900296,0.0,0.0,0.0
65.0,-0.27260186837490835,-0.3211770268832505,-0.31316633826732637,0.6158463955964588,0.044767634402009156,0.11011349718373194,0.2005312021591372,0.018131473111860048,0.22849615902725298,-0.05160989319271519,-0.049436311022925734,-0.02705851757018577,-0.02661577360071047,0.06765583049667033,0.08159647262127512,0.010121672269702685,0.012302855795097064,0.002703724473074019,0.013338246805361593,-0.012017462928440314,-0.01354852857580966,-0.006631893305805541,-0.00385321723978184,-0.004552545340134613,0.018837393362467397,0.0022848396841933473,0.0010858060225659412,0.0004744579208592199,0.0011298453331480853,-0.002880144107143309,0.36062556730131573,0.10111020037868612,0.0,0.0,0.0
68.0,-0.27873767138867717,-0.3258345731736662,-0.3255684123409527,0.5908199603241053,0.044259877959468195,0.1162668022956854,0.20555970320922562,0.018916248229615386,0.23378338108980162,-0.05224049237638836,-0.050986566648124204,-0.027996693321858244,-0.028611117251179593,0.07459786064538027,0.08483410664596752,0.010744056253800332,0.013492782147240897,0.002924995749039284,0.01463671191808473,-0.012651690751415584,-0.014313117237019321,-0.007105401715747161,-0.004214105120141912,-0.004789855919664124,0.020024449200513165,0.002460295078112234,0.001198308220289991,0.000525878674027445,0.0012484018995125754,-0.0031073463843771963,0.3420045671495729,0.0900651268632736,0.0,0.0,0.0
71.0,-0.2847923017069581,-0.3299138360124675,-0.3377793018711983,0.5666913265714103,0.04366662515628477,0.1223945830114159,0.2101843854193937,0.01966567070195003,0.23859915794337952,-0.052773737279090106,-0.052472083470061624,-0.028881790071246142,-0.03063885792362148,0.0818186514844495,0.08797903928222729,0.011357779987241516,0.014717870904233911,0.0031501808291916535,0.01599482513804228,-0.013274912527014307,-0.015080635935891212,-0.007581187877317735,-0.004585129757837864,-0.005015472962528157,0.02120436476649706,0.0026365060368870635,0.0013154040818965577,0.0005793230097584129,0.0013720240831691117,-0.0033363091088817664,0.32404733863546603,0.078848984984814,0.0,0.0,0.0
74.0,-0.2907749941124248,-0.3334448163074629,-0.3498086861024979,0.5433951502488519,0.04298826254205958,0.12848523336941006,0.21442457328144135,0.02037774908686953,0.24296872735065628,-0.05321730488719777,-0.053896835224240366,-0.02971380969323629,-0.032697389144205086,0.0893083516680926,0.09103333145740139,0.009206871020883705,0.011761254127041551,0.003378979929854281,0.01741289465263768,-0.013886937393399508,-0.023526402038119537,-0.009243212494727822,-0.004965673130063867,-0.005228734041262447,0.02237610998280684,0.0026363512180380064,0.0013999155900579487,0.0006346979662425401,0.001500613269003595,-0.0035666111987161853,0.3067161060537076,0.0674983470928822,0.0,0.0,0.0
77.0,-0.29669349626508074,-0.3364562187988124,-0.36166545761175156,0.5208737294633541,0.042225160220799945,0.13452775017548835,0.21829931388099236,0.02105054551476963,0.24691666449626165,-0.05357820110435861,-0.05526454086882846,-0.030492637864063494,-0.034785322024540016,0.09705688360418763,0.09399885062956904,0.01266550627603864,0.017446279226560363,0.003611120928791645,0.018891251858589125,-0.014487643854586873,-0.01653069234023355,-0.00851731988332549,-0.005355156147221665,-0.005429060595088983,0.023538847093363544,0.0029948638131676226,0.0015633369647144915,0.0006919149595943379,0.0016340790428577639,-0.003797878524441794,0.2899767653194926,0.056044463596622324,0.0,0.0,0.0
80.0,-0.3025543195174862,-0.33897564483602655,-0.3733577778100977,0.4990758675360278,0.04137767326881607,0.14051175974160587,0.2218272284558376,0.021682179476114585,0.2504667451641926,-0.053862810686842316,-0.05657867301325287,-0.03121803912408334,-0.03690145816413892,0.10505391600252977,0.09687725548150863,0.013321944066902068,0.01886206595827617,0.003846355550854316,0.020430245516637316,-0.015076967317438246,-0.017234500958013182,-0.008984170295826294,-0.0057530358336346284,-0.005615947188141609,0.024691891944001555,0.0031753716636214123,0.0016940979139815021,0.0007508899835054914,0.0017723389479152912,-0.004029780378994682,0.2737984089582886,0.044514110071731124,0.0,0.0,0.0
